Origin,Target,weight
NR2F2,MYOD1,1
NR2F2,OPN1SW,-1
NR2F2,PCK2,1
NR2F2,ANGPT1,1
NR2F6,PER1,-1
NR3C1,FKBP5,1
NR3C1,FOXO1,1
NR3C1,ABCB1,1
NR3C1,TNF,-1
NR3C1,ABCG2,1
NR3C1,NR3C2,-1
NR3C1,MT1F,1
NR3C1,MMP3,-1
NR3C1,TGFB1,-1
NR3C1,ABCC2,1
NR3C1,GSTA2,-1
NR3C1,IRF8,1
NR3C1,IFNG,1
NR3C1,IGFBP3,1
NR3C1,LAD1,1
NR3C1,PRKCG,1
NR3C1,GCH1,-1
NR3C1,LPL,1
NR3C1,TNFRSF11B,1
NR3C1,FGG,1
NR3C1,TNFRSF11A,1
NR3C1,DHRS9,1
NR3C1,CCN2,1
NR3C1,TGFBR2,1
NR3C1,SFTPA1,-1
NR3C1,SLC2A1,1
NR3C1,TNFSF11,1
NR3C1,NR1D1,-1
NR3C1,CD40LG,1
NR3C1,GFAP,1
NR3C1,ALOX12,1
NR3C1,DHFR,1
NR3C1,CAV1,1
NR3C1,SERPINA6,-1
NR3C1,HPN,1
NR3C1,IL17A,1
NR3C1,LYZ,1
NR3C1,NOS2,-1
NR3C1,SHBG,1
NR3C1,FBXO32,1
NR3C1,AMACR,1
NR3C1,ART3,1
NR3C1,PIGR,1
NR3C1,REG1A,1
NR3C1,SLC1A2,1
NR3C1,SLC2A3,1
NR3C1,TGFB2,1
NR3C1,TGM1,1
NR3C1,TIMP1,1
NR3C1,CCR2,1
NR3C1,ADM,1
NR3C1,RHOB,1
NR3C1,ITGB2,1
NR3C1,KCNN2,1
NR3C1,MDK,-1
NR3C1,SERPINB5,1
NR3C1,CCL5,-1
NR3C1,UCP1,-1
NR3C1,ASAH2,1
NR3C1,CTLA4,1
NR3C1,DPAGT1,1
NR3C1,EGFR,1
NR3C1,RARG,1
NR3C1,VDR,1
NR3C1,LCN2,1
NR3C2,AGT,1
NR3C2,TNF,1
NR3C2,SERPINE1,1
NR3C2,PTGS2,1
NR3C2,ACE,1
NR3C2,F13A1,1
NR3C2,NOS3,-1
NR3C2,IL6,1
NR3C2,NPPA,1
NR3C2,TGFB1,1
NR3C2,SCNN1G,1
NR3C2,GAS6,-1
NR3C2,LEP,1
NR3C2,OCLN,-1
NR3C2,GADD45A,1
NR3C2,CDKN1A,1
NR3C2,KCNN2,1
NR3C2,FN1,1
NR3C2,UCP1,-1
NR3C2,RARRES2,1
NR3C2,TJP1,-1
NR3C2,UCP3,-1
NR3C2,ADIPOQ,1
NR3C2,PGF,1
NR4A1,SREBF1,-1
NR4A1,IL6,-1
NR4A1,CCL2,-1
NR4A1,PFKM,1
NR4A1,CCL3,-1
NR4A1,UCP1,-1
NR4A1,FOXP1,1
NR4A1,HDAC1,1
NR4A1,FOXP3,1
NR4A1,KAT5,1
NR4A1,MMP1,-1
NR4A1,HDAC9,1
NR4A1,MMP9,-1
NR4A1,BCL2,1
NR4A2,CYP21A2,1
NR4A2,DDC,1
NR4A2,CDKN1C,1
NR4A2,SLC18A2,1
NR4A2,TNFSF10,1
NR4A2,CCL2,-1
NR4A2,IL6,-1
NR4A2,CCL3,-1
NR4A2,MMP3,-1
NR4A2,MMP9,-1
NR4A3,IL6,-1
NR4A3,CCL2,-1
NR4A3,IL1B,-1
NR4A3,CCL3,-1
NR5A1,CNR1,1
NR5A1,LTF,1
NR5A2,SAA1,-1
NR5A2,CYP17A1,1
NR5A2,DIAPH2,1
NR5A2,FGB,-1
NR5A2,DDC,1
NR5A2,SULF1,1
NR6A1,MOS,1
NRF1,UCP1,1
NRF1,ADIPOQ,1
NRF1,CIDEA,1
OLIG1,GFAP,-1
OLIG2,CDKN1B,1
OLIG3,NEUROG1,-1
ONECUT1,FOXA1,1
ONECUT1,INS,1
ONECUT2,ADA,1
OSR1,PAX2,1
OTP,SLC6A3,1
OTP,TH,1
OTX1,GH1,1
OTX1,CGA,1
OTX2,CRX,1
OTX2,MITF,1
PATZ1,TPSAB1,1
PATZ1,FGF4,1
PAX1,TGFB3,1
PAX2,SIX1,1
PAX2,WNT1,1
PAX2,PLAAT4,1
PAX2,PAX8,1
PAX3,FOXD3,1
PAX3,SOX10,1
PAX3,CXCL14,1
PAX3,PAX2,1
PAX3,VCAN,1
PAX3,ST8SIA4,1
PAX3,BAX,-1
PAX3,FOXG1,-1
PAX3,CDKN1B,-1
PAX3,SOSTDC1,1
PAX5,NOTCH1,-1
PAX5,CR1,1
PAX5,SDC1,-1
PAX6,SFRP2,1
PAX6,SFRP1,1
PAX6,IRX3,1
PAX6,CDH4,1
PAX6,TNC,1
PAX6,NKX2-1,1
PAX6,SLIT1,1
PAX6,CNBP,1
PAX6,SULF1,1
PAX6,SIX6,1
PAX6,TCF4,1
PAX6,DKK1,1
PAX6,CTNND1,1
PAX6,FUT9,1
PAX6,FOXE3,1
PAX6,GH1,1
PAX6,MAB21L1,1
PAX7,ID2,1
PAX8,FOXE1,1
PAX8,PPARG,1
PAX8,DUOX2,-1
PAX8,VEGFA,1
PAX8,HLA-A,1
PAX9,BCL2,1
PBX1,ANXA5,1
PBX1,RUNX2,-1
PDX1,CTNNB1,-1
PDX1,CCNA2,1
PDX1,SSTR1,1
PDX1,SYT1,1
PDX1,VEGFA,-1
PDX1,CLU,1
PDX1,AFP,1
PGR,STAT5A,1
PGR,SPP1,1
PGR,ACTG2,1
PGR,LTF,-1
PGR,LHCGR,1
PGR,NR3C2,1
PGR,SNAP25,1
PGR,ITGA6,1
PGR,MBP,1
PGR,RB1,1
PGR,ADCYAP1,1
PGR,JUNB,-1
PGR,SLC5A1,1
PGR,TFF1,-1
PGR,TIMP3,1
PGR,VCAM1,-1
PGR,FOSL1,-1
PGR,RGCC,1
PGR,PARP1,1
PGR,CTSV,1
PGR,OGG1,1
PGR,S100G,1
PGR,PAPPA,1
PGR,COMT,1
PGR,GSTM2,1
PGR,PIBF1,1
PGR,GAPDH,-1
PGR,CYP1A1,1
PGR,SERPINE1,1
PGR,PLA2G4A,-1
PGR,GIP,1
PGR,VDR,1
PGR,GFAP,1
PGR,GH1,1
PGR,ACP3,1
PGR,LCP1,1
PGR,CCN1,1
PGR,STRA6,1
PGR,CRABP2,1
PGR,CDK2AP1,1
PHOX2B,ISL1,1
PHOX2B,PAX6,-1
PHOX2B,OLIG2,-1
PITX1,SHROOM3,1
PITX2,LEFTY2,1
PITX2,SP7,-1
PITX2,TBX6,-1
PITX2,KRT17,1
PITX2,SOX17,1
PITX2,RHOA,1
PITX2,TBX5,-1
PITX2,KRT16,1
PITX2,GSC,1
PITX2,TBX2,-1
PITX2,MYH9,1
PITX2,RAC1,1
PITX2,TCF21,1
PITX2,TRIO,1
PITX3,KLHL1,1
PITX3,NES,-1
PITX3,SOX2,-1
